,Order Date,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Order_Date,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Sales_Lag_30,Rolling_Avg_7,Rolling_Avg_14,Discount_Rate,Effective_Price,Category_SubCategory,Customer_Count,Is_Holiday,Holiday_Type,temperature_max,temperature_min,precipitation_sum,rain_sum,Date_City_Key,Temperature_Avg,Temperature_Variance,Is_Rainy_Day,Rainfall_Category,Holiday_Rainfall,Holiday_Temperature,Season,Weekend_Holiday
990,2024-01-04,East,Bhubaneswar,Books,Fiction,Fiction Laborum,4,73288,10,263836.8,56203.35,Debit Card,2024-01-04,2024,1,4,3,0,1,,,,137630.4,137630.4,0.1,65959.2,Books_Fiction,24,0,None,27.85,19.0,0.6,0.6,2024-01-04_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
991,2024-12-06,East,Guwahati,Groceries,Oil,Oil Exercitationem,4,29212,20,93478.4,10820.44,Credit Card,2024-12-06,2024,12,6,4,0,4,,,,82753.42499999999,82753.42499999999,0.2,23369.600000000002,Groceries_Oil,26,0,None,21.8,11.0,0.0,0.0,2024-12-06_Guwahati,16.4,10.799999,0,None,0.0,0.0,Winter,0
992,2025-06-05,West,Surat,Groceries,Sugar,Sugar Similique,5,47142,5,223924.5,13670.89,Credit Card,2025-06-05,2025,6,5,3,0,2,,,,134695.06,134695.06,0.05,44784.9,Groceries_Sugar,26,0,None,28.4,14.65,0.0,0.0,2025-06-05_Surat,21.525,13.75,0,None,0.0,0.0,Monsoon,0
993,2023-10-21,East,Bhubaneswar,Toys,Board Game,Board Game Tempora,5,42907,10,193081.5,16436.26,Net Banking,2023-10-21,2023,10,21,5,1,4,87123.2,,,122581.5,118149.2125,0.1,38616.3,Toys_Board Game,26,0,None,27.85,19.0,0.6,0.6,2023-10-21_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
994,2024-09-14,West,Mumbai,Books,Biography,Biography Sint,1,28656,5,27223.2,5327.56,Debit Card,2024-09-14,2024,9,14,5,1,3,,,,95773.57857142857,95773.57857142857,0.05,27223.199999999997,Books_Biography,24,0,None,27.3,16.4,0.0,0.0,2024-09-14_Mumbai,21.849998,10.9,0,None,0.0,0.0,Monsoon,0
995,2024-05-29,North,Amritsar,Toys,RC Car,RC Car Animi,2,11948,5,22701.2,5387.57,COD,2024-05-29,2024,5,29,2,0,2,,,,89325.45,89325.45,0.05,11350.6,Toys_RC Car,17,0,None,16.95,5.9,0.0,0.0,2024-05-29_Amritsar,11.425,11.050001,0,None,0.0,0.0,Summer,0
996,2025-05-07,South,Chennai,Kitchen,Cookware Set,Cookware Set Harum,3,8530,15,21751.5,3356.24,UPI,2025-05-07,2025,5,7,2,0,2,155086.0,23376.7,,83080.43571428572,129415.76785714286,0.15,7250.5,Kitchen_Cookware Set,37,0,None,28.55,21.3,0.0,0.0,2025-05-07_Chennai,24.925,7.25,0,None,0.0,0.0,Summer,0
997,2024-08-09,North,Chandigarh,Clothing,Kids Wear,Kids Wear Eveniet,2,35370,15,60129.0,7808.18,COD,2024-08-09,2024,8,9,4,0,3,,,,117586.55,117586.55,0.15,30064.5,Clothing_Kids Wear,27,0,None,16.6,7.0,0.0,0.0,2024-08-09_Chandigarh,11.8,9.6,0,None,0.0,0.0,Monsoon,0
998,2025-07-07,South,Coimbatore,Groceries,Sugar,Sugar Nihil,5,1101,10,4954.5,683.19,UPI,2025-07-07,2025,7,7,0,0,3,,,,106822.23333333334,106822.23333333334,0.1,990.9,Groceries_Sugar,23,0,None,29.9,18.85,0.0,0.0,2025-07-07_Coimbatore,24.375,11.049999,0,None,0.0,0.0,Monsoon,0
999,2025-05-10,South,Bangalore,Books,Fiction,Fiction Nisi,3,78111,5,222616.35,11985.08,UPI,2025-05-10,2025,5,10,5,1,2,19231.8,,,132156.65,103526.00454545455,0.05,74205.45,Books_Fiction,27,0,None,27.45,14.9,0.0,0.0,2025-05-10_Bangalore,21.175,12.550001,0,None,0.0,0.0,Summer,0
1000,2024-02-04,South,Coimbatore,Groceries,Wheat,Wheat Necessitatibus,1,21585,15,18347.25,2938.7,UPI,2024-02-04,2024,2,4,6,1,1,,,,84703.4875,84703.4875,0.15,18347.25,Groceries_Wheat,23,0,None,29.9,18.85,0.0,0.0,2024-02-04_Coimbatore,24.375,11.049999,0,None,0.0,0.0,Winter,0
1001,2023-11-27,North,Lucknow,Groceries,Spices,Spices Dolores,1,75335,15,64034.75,13472.26,Debit Card,2023-11-27,2023,11,27,0,0,4,113738.5,,,131802.4357142857,129544.44374999999,0.15,64034.75,Groceries_Spices,25,1,Guru Nanak Jayanti,20.6,8.7,0.0,0.0,2023-11-27_Lucknow,14.65,11.900001,0,None,0.0,14.649999618530273,Winter,0
1002,2024-02-16,North,Jaipur,Beauty,Lipstick,Lipstick Molestias,2,51288,20,82060.8,7654.7,Debit Card,2024-02-16,2024,2,16,4,0,1,,,,86040.025,86040.025,0.2,41030.4,Beauty_Lipstick,21,0,None,19.65,7.15,0.0,0.0,2024-02-16_Jaipur,13.4,12.5,0,None,0.0,0.0,Winter,0
1003,2024-01-29,North,Chandigarh,Books,Comics,Comics Nesciunt,2,38765,10,69777.0,5260.27,Credit Card,2024-01-29,2024,1,29,0,0,1,,,,63868.385714285716,63868.385714285716,0.1,34888.5,Books_Comics,30,0,None,16.6,7.0,0.0,0.0,2024-01-29_Chandigarh,11.8,9.6,0,None,0.0,0.0,Winter,0
1004,2024-12-20,West,Surat,Electronics,Camera,Camera Vel,2,79251,5,150576.9,18926.24,COD,2024-12-20,2024,12,20,4,0,4,137260.0,,,116700.90714285713,119270.79375,0.05,75288.45,Electronics_Camera,22,0,None,28.4,14.65,0.0,0.0,2024-12-20_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
1005,2024-05-16,West,Goa,Clothing,Shoes,Shoes Sapiente,4,13384,15,45505.6,5533.46,Credit Card,2024-05-16,2024,5,16,3,0,2,,,,45850.15,45850.15,0.15,11376.4,Clothing_Shoes,26,0,None,33.6,20.25,0.0,0.0,2024-05-16_Goa,26.925,13.349998,0,None,0.0,0.0,Summer,0
1006,2024-12-08,South,Thiruvananthapuram,Groceries,Wheat,Wheat Magni,3,66276,5,188886.6,17971.48,Credit Card,2024-12-08,2024,12,8,6,1,4,,,,100778.95000000001,100778.95000000001,0.05,62962.2,Groceries_Wheat,21,0,None,31.85,20.15,0.0,0.0,2024-12-08_Thiruvananthapuram,26.0,11.700001,0,None,0.0,0.0,Winter,0
1007,2024-03-10,West,Ahmedabad,Toys,Doll,Doll Voluptatem,3,58549,20,140517.6,7625.21,Net Banking,2024-03-10,2024,3,10,6,1,1,,,,87692.54,87692.54,0.2,46839.200000000004,Toys_Doll,20,0,None,27.65,14.5,0.0,0.0,2024-03-10_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Summer,0
1008,2023-11-09,East,Bhubaneswar,Sports,Yoga Mat,Yoga Mat Dolor,5,57314,15,243584.5,33129.89,Net Banking,2023-11-09,2023,11,9,3,0,4,87415.2,,,113914.45,94741.37272727273,0.15,48716.9,Sports_Yoga Mat,28,0,None,27.85,19.0,0.6,0.6,2023-11-09_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
1009,2024-06-22,East,Guwahati,Furniture,Bed,Bed Laudantium,1,64511,15,54834.35,7152.58,Debit Card,2024-06-22,2024,6,22,5,1,2,157403.0,,,62143.485714285714,74120.70999999999,0.15,54834.35,Furniture_Bed,36,0,None,21.8,11.0,0.0,0.0,2024-06-22_Guwahati,16.4,10.799999,0,None,0.0,0.0,Monsoon,0
1010,2025-06-15,North,Jaipur,Home Decor,Vase,Vase Quia,2,9742,15,16561.4,3249.54,UPI,2025-06-15,2025,6,15,6,1,2,,,,168816.98,168816.98,0.15,8280.699999999999,Home Decor_Vase,31,0,None,19.65,7.15,0.0,0.0,2025-06-15_Jaipur,13.4,12.5,0,None,0.0,0.0,Monsoon,0
1011,2024-02-03,West,Goa,Sports,Yoga Mat,Yoga Mat Sed,3,9940,20,23856.0,1667.57,Credit Card,2024-02-03,2024,2,3,5,1,1,,,,56688.86,56688.86,0.2,7952.0,Sports_Yoga Mat,29,0,None,33.6,20.25,0.0,0.0,2024-02-03_Goa,26.925,13.349998,0,None,0.0,0.0,Winter,0
1012,2023-10-14,South,Bangalore,Home Decor,Vase,Vase Dolorum,3,21730,5,61930.5,12070.69,COD,2023-10-14,2023,10,14,5,1,4,,,,160572.41999999998,160572.41999999998,0.05,20643.5,Home Decor_Vase,25,0,None,27.45,14.9,0.0,0.0,2023-10-14_Bangalore,21.175,12.550001,0,None,0.0,0.0,Winter,0
1013,2024-02-14,South,Coimbatore,Groceries,Sugar,Sugar Labore,1,28841,10,25956.9,2731.44,Net Banking,2024-02-14,2024,2,14,2,0,1,,,,72954.17,72954.17,0.1,25956.9,Groceries_Sugar,23,0,None,29.9,18.85,0.0,0.0,2024-02-14_Coimbatore,24.375,11.049999,0,None,0.0,0.0,Winter,0
1014,2024-10-01,North,Amritsar,Kitchen,Cookware Set,Cookware Set Ipsum,4,64221,15,218351.4,27349.58,UPI,2024-10-01,2024,10,1,1,0,4,,,,119466.23333333334,119466.23333333334,0.15,54587.85,Kitchen_Cookware Set,24,0,None,16.95,5.9,0.0,0.0,2024-10-01_Amritsar,11.425,11.050001,0,None,0.0,0.0,Winter,0
1015,2023-12-16,East,Guwahati,Toys,RC Car,RC Car Reiciendis,3,46947,15,119714.85,10320.87,COD,2023-12-16,2023,12,16,5,1,4,,,,129824.88999999998,129824.88999999998,0.15,39904.95,Toys_RC Car,25,0,None,21.8,11.0,0.0,0.0,2023-12-16_Guwahati,16.4,10.799999,0,None,0.0,0.0,Winter,0
1016,2025-09-02,North,Amritsar,Books,Comics,Comics Quo,3,68003,5,193808.55,22075.6,Net Banking,2025-09-02,2025,9,2,1,0,3,,,,165219.72499999998,165219.72499999998,0.05,64602.85,Books_Comics,24,0,None,16.95,5.9,0.0,0.0,2025-09-02_Amritsar,11.425,11.050001,0,None,0.0,0.0,Monsoon,0
1017,2024-09-09,West,Mumbai,Furniture,Bed,Bed Repellendus,3,54327,10,146682.9,24928.05,Credit Card,2024-09-09,2024,9,9,0,0,3,,,,130790.61666666665,130790.61666666665,0.1,48894.3,Furniture_Bed,27,0,None,27.3,16.4,0.0,0.0,2024-09-09_Mumbai,21.849998,10.9,0,None,0.0,0.0,Monsoon,0
1018,2024-04-30,North,Chandigarh,Beauty,Face Cream,Face Cream Reiciendis,5,36812,20,147248.0,11285.43,UPI,2024-04-30,2024,4,30,1,0,2,,,,93372.075,93372.075,0.2,29449.600000000002,Beauty_Face Cream,24,0,None,16.6,7.0,0.0,0.0,2024-04-30_Chandigarh,11.8,9.6,0,None,0.0,0.0,Summer,0
1019,2024-12-03,East,Kolkata,Clothing,Shoes,Shoes Vitae,3,53353,5,152056.05,28118.74,Debit Card,2024-12-03,2024,12,3,1,0,4,,,,113610.81666666667,113610.81666666667,0.05,50685.35,Clothing_Shoes,14,0,None,24.7,15.75,0.2,0.2,2024-12-03_Kolkata,20.225,8.950001,1,Light,0.0,0.0,Winter,0
1020,2024-05-07,West,Goa,Home Decor,Lamp,Lamp Sequi,2,69395,20,111032.0,27244.71,Credit Card,2024-05-07,2024,5,7,1,0,2,,,,57417.76666666666,57417.76666666666,0.2,55516.0,Home Decor_Lamp,26,0,None,33.6,20.25,0.0,0.0,2024-05-07_Goa,26.925,13.349998,0,None,0.0,0.0,Summer,0
1021,2024-06-30,North,Jaipur,Kitchen,Microwave,Microwave Perferendis,5,34804,10,156618.0,36975.33,UPI,2024-06-30,2024,6,30,6,1,2,,,,100267.34999999999,100267.34999999999,0.1,31323.600000000002,Kitchen_Microwave,25,0,None,19.65,7.15,0.0,0.0,2024-06-30_Jaipur,13.4,12.5,0,None,0.0,0.0,Monsoon,0
1022,2023-10-28,West,Surat,Furniture,Chair,Chair Dolores,4,28446,20,91027.2,20804.21,UPI,2023-10-28,2023,10,28,5,1,4,,,,147534.03333333333,147534.03333333333,0.2,22756.800000000003,Furniture_Chair,32,0,None,28.4,14.65,0.0,0.0,2023-10-28_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
1023,2025-08-22,East,Patna,Beauty,Foundation,Foundation Illum,5,33373,5,158521.75,33381.87,COD,2025-08-22,2025,8,22,4,0,3,,,,73127.7125,73127.7125,0.05,31704.35,Beauty_Foundation,25,0,None,21.45,10.7,0.0,0.0,2025-08-22_Patna,16.075,10.750001,0,None,0.0,0.0,Monsoon,0
1024,2024-02-20,South,Thiruvananthapuram,Toys,Doll,Doll Dolorum,3,5586,20,13406.4,3144.07,Net Banking,2024-02-20,2024,2,20,1,0,1,11565.3,,,85398.52857142859,76287.62222222223,0.2,4468.8,Toys_Doll,25,0,None,31.85,20.15,0.0,0.0,2024-02-20_Thiruvananthapuram,26.0,11.700001,0,None,0.0,0.0,Winter,0
1025,2025-03-21,South,Chennai,Toys,Doll,Doll Incidunt,4,76233,0,304932.0,36668.09,UPI,2025-03-21,2025,3,21,4,0,1,81404.5,,,161736.75714285715,151695.225,0.0,76233.0,Toys_Doll,30,0,None,28.55,21.3,0.0,0.0,2025-03-21_Chennai,24.925,7.25,0,None,0.0,0.0,Summer,0
1026,2024-12-11,East,Guwahati,Electronics,Headphones,Headphones At,1,46679,15,39677.15,9112.81,COD,2024-12-11,2024,12,11,2,0,4,,,,184321.37,184321.37,0.15,39677.15,Electronics_Headphones,32,0,None,21.8,11.0,0.0,0.0,2024-12-11_Guwahati,16.4,10.799999,0,None,0.0,0.0,Winter,0
1027,2024-03-12,South,Chennai,Electronics,Mobile,Mobile Fugiat,3,28359,5,80823.15,7678.45,UPI,2024-03-12,2024,3,12,1,0,1,,,,107977.24166666665,107977.24166666665,0.05,26941.05,Electronics_Mobile,23,0,None,28.55,21.3,0.0,0.0,2024-03-12_Chennai,24.925,7.25,0,None,0.0,0.0,Summer,0
1028,2025-04-07,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Voluptate,4,41906,20,134099.2,22270.89,Net Banking,2025-04-07,2025,4,7,0,0,2,68870.4,,,123232.84999999999,98021.19166666667,0.2,33524.8,Sports_Tennis Racket,28,0,None,27.85,19.0,0.6,0.6,2025-04-07_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Summer,0
1029,2024-07-28,West,Surat,Books,Biography,Biography Non,5,7394,0,36970.0,4223.29,Debit Card,2024-07-28,2024,7,28,6,1,3,,,,111010.72857142857,111010.72857142857,0.0,7394.0,Books_Biography,38,0,None,28.4,14.65,0.0,0.0,2024-07-28_Surat,21.525,13.75,0,None,0.0,0.0,Monsoon,0
1030,2025-01-08,North,Amritsar,Clothing,Accessories,Accessories Repellendus,2,66329,15,112759.3,16441.9,Debit Card,2025-01-08,2025,1,8,2,0,1,,,,168059.34,168059.34,0.15,56379.65,Clothing_Accessories,28,0,None,16.95,5.9,0.0,0.0,2025-01-08_Amritsar,11.425,11.050001,0,None,0.0,0.0,Winter,0
1031,2025-05-20,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Accusamus,5,33747,10,151861.5,26812.07,Net Banking,2025-05-20,2025,5,20,1,0,2,,,,101178.25,101178.25,0.1,30372.3,Clothing_Kids Wear,21,0,None,27.65,14.5,0.0,0.0,2025-05-20_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Summer,0
1032,2023-10-29,North,Lucknow,Toys,Action Figure,Action Figure Natus,2,731,15,1242.7,114.31,Credit Card,2023-10-29,2023,10,29,6,1,4,,,,92978.68571428572,92978.68571428572,0.15,621.35,Toys_Action Figure,18,0,None,20.6,8.7,0.0,0.0,2023-10-29_Lucknow,14.65,11.900001,0,None,0.0,0.0,Winter,0
1033,2025-06-04,West,Surat,Clothing,Kids Wear,Kids Wear Nemo,4,37118,5,141048.4,13478.66,COD,2025-06-04,2025,6,4,2,0,2,,,,98546.425,98546.425,0.05,35262.1,Clothing_Kids Wear,22,0,None,28.4,14.65,0.0,0.0,2025-06-04_Surat,21.525,13.75,0,None,0.0,0.0,Monsoon,0
1034,2025-01-24,East,Guwahati,Home Decor,Clock,Clock Iure,3,29284,20,70281.6,15372.19,Debit Card,2025-01-24,2025,1,24,4,0,1,,,,94906.95714285714,94906.95714285714,0.2,23427.2,Home Decor_Clock,32,0,None,21.8,11.0,0.0,0.0,2025-01-24_Guwahati,16.4,10.799999,0,None,0.0,0.0,Winter,0
1035,2024-09-09,East,Kolkata,Home Decor,Clock,Clock Dolor,1,15109,10,13598.1,2934.86,Net Banking,2024-09-09,2024,9,9,0,0,3,,,,68366.31999999999,68366.31999999999,0.1,13598.1,Home Decor_Clock,30,0,None,24.7,15.75,0.2,0.2,2024-09-09_Kolkata,20.225,8.950001,1,Light,0.0,0.0,Monsoon,0
1036,2024-02-06,East,Bhubaneswar,Beauty,Foundation,Foundation Totam,1,19290,5,18325.5,2830.27,UPI,2024-02-06,2024,2,6,1,0,1,,,,44256.45,44256.45,0.05,18325.5,Beauty_Foundation,18,0,None,27.85,19.0,0.6,0.6,2024-02-06_Bhubaneswar,23.425,8.85,1,Light,0.0,0.0,Winter,0
1037,2024-08-29,East,Guwahati,Beauty,Face Cream,Face Cream Voluptas,4,54082,20,173062.4,31705.38,Net Banking,2024-08-29,2024,8,29,3,0,3,,,,125807.62,125807.62,0.2,43265.600000000006,Beauty_Face Cream,36,0,None,21.8,11.0,0.0,0.0,2024-08-29_Guwahati,16.4,10.799999,0,None,0.0,0.0,Monsoon,0
1038,2025-02-24,South,Chennai,Beauty,Lipstick,Lipstick Esse,2,16234,5,30844.6,6972.64,Credit Card,2025-02-24,2025,2,24,0,0,1,,,,115435.0,115435.0,0.05,15422.3,Beauty_Lipstick,24,0,None,28.55,21.3,0.0,0.0,2025-02-24_Chennai,24.925,7.25,0,None,0.0,0.0,Winter,0
1039,2024-09-06,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Modi,1,44624,20,35699.2,4378.39,Net Banking,2024-09-06,2024,9,6,4,0,3,,,,94627.94285714286,94627.94285714286,0.2,35699.200000000004,Sports_Cricket Bat,30,0,None,16.6,7.0,0.0,0.0,2024-09-06_Chandigarh,11.8,9.6,0,None,0.0,0.0,Monsoon,0
1040,2025-03-23,South,Chennai,Home Decor,Lamp,Lamp Nostrum,3,20681,0,62043.0,10538.83,Credit Card,2025-03-23,2025,3,23,6,1,1,,,,62043.0,62043.0,0.0,20681.0,Home Decor_Lamp,25,0,None,28.55,21.3,0.0,0.0,2025-03-23_Chennai,24.925,7.25,0,None,0.0,0.0,Summer,0
1041,2023-10-26,West,Pune,Clothing,Women's Wear,Women's Wear Tenetur,1,1071,5,1017.45,146.99,Debit Card,2023-10-26,2023,10,26,3,0,4,,,,93358.19,93358.19,0.05,1017.4499999999999,Clothing_Women's Wear,23,0,None,29.85,14.15,0.0,0.0,2023-10-26_Pune,22.0,15.700001,0,None,0.0,0.0,Winter,0
1042,2023-10-07,West,Ahmedabad,Sports,Dumbbells,Dumbbells Voluptates,1,10248,10,9223.2,789.51,Net Banking,2023-10-07,2023,10,7,5,1,4,13561.0,,,58154.364285714284,56551.83888888889,0.1,9223.2,Sports_Dumbbells,37,0,None,27.65,14.5,0.0,0.0,2023-10-07_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Winter,0
1043,2024-06-13,West,Ahmedabad,Kitchen,Cookware Set,Cookware Set Quidem,3,30343,5,86477.55,14191.99,Net Banking,2024-06-13,2024,6,13,3,0,2,,,,92615.88333333335,92615.88333333335,0.05,28825.85,Kitchen_Cookware Set,27,0,None,27.65,14.5,0.0,0.0,2024-06-13_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Monsoon,0
1044,2025-08-01,West,Ahmedabad,Groceries,Spices,Spices Quibusdam,4,68181,0,272724.0,47541.58,Credit Card,2025-08-01,2025,8,1,4,0,3,,,,150548.26,150548.26,0.0,68181.0,Groceries_Spices,17,0,None,27.65,14.5,0.0,0.0,2025-08-01_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Monsoon,0
1045,2025-09-13,South,Chennai,Electronics,Headphones,Headphones Sed,3,44804,0,134412.0,16686.39,Debit Card,2025-09-13,2025,9,13,5,1,3,,,,111753.6357142857,111753.6357142857,0.0,44804.0,Electronics_Headphones,23,0,None,28.55,21.3,0.0,0.0,2025-09-13_Chennai,24.925,7.25,0,None,0.0,0.0,Monsoon,0
1046,2024-03-15,West,Ahmedabad,Home Decor,Vase,Vase Ea,5,65619,5,311690.25,67820.74,Net Banking,2024-03-15,2024,3,15,4,0,1,,,,108236.38333333335,108236.38333333335,0.05,62338.049999999996,Home Decor_Vase,24,0,None,27.65,14.5,0.0,0.0,2024-03-15_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Summer,0
1047,2024-05-12,South,Coimbatore,Books,Non-Fiction,Non-Fiction Cum,2,67113,5,127514.7,19052.36,Net Banking,2024-05-12,2024,5,12,6,1,2,,,,113082.15,113082.15,0.05,63757.35,Books_Non-Fiction,24,0,None,29.9,18.85,0.0,0.0,2024-05-12_Coimbatore,24.375,11.049999,0,None,0.0,0.0,Summer,0
1048,2025-05-04,West,Pune,Books,Biography,Biography Deserunt,2,20114,15,34193.8,7109.46,UPI,2025-05-04,2025,5,4,6,1,2,,,,74776.76666666668,74776.76666666668,0.15,17096.899999999998,Books_Biography,27,0,None,29.85,14.15,0.0,0.0,2025-05-04_Pune,22.0,15.700001,0,None,0.0,0.0,Summer,0
1049,2023-10-28,West,Mumbai,Home Decor,Lamp,Lamp Sed,2,10531,5,20008.9,1003.16,COD,2023-10-28,2023,10,28,5,1,4,,,,67660.01666666668,67660.01666666668,0.05,10004.449999999999,Home Decor_Lamp,21,0,None,27.3,16.4,0.0,0.0,2023-10-28_Mumbai,21.849998,10.9,0,None,0.0,0.0,Winter,0
1050,2025-01-28,West,Surat,Books,Biography,Biography Repudiandae,1,46017,0,46017.0,11480.17,COD,2025-01-28,2025,1,28,1,0,1,38159.2,,,112133.27142857143,102886.5125,0.0,46017.0,Books_Biography,38,0,None,28.4,14.65,0.0,0.0,2025-01-28_Surat,21.525,13.75,0,None,0.0,0.0,Winter,0
1051,2024-11-11,East,Patna,Beauty,Face Cream,Face Cream Nisi,5,34608,20,138432.0,13386.86,UPI,2024-11-11,2024,11,11,0,0,4,,,,86188.56999999999,86188.56999999999,0.2,27686.4,Beauty_Face Cream,25,0,None,21.45,10.7,0.0,0.0,2024-11-11_Patna,16.075,10.750001,0,None,0.0,0.0,Winter,0
1052,2025-09-03,East,Guwahati,Home Decor,Cushion,Cushion Praesentium,5,23060,10,103770.0,18282.64,Debit Card,2025-09-03,2025,9,3,2,0,3,87015.6,,,97300.44285714287,96014.8375,0.1,20754.0,Home Decor_Cushion,32,0,None,21.8,11.0,0.0,0.0,2025-09-03_Guwahati,16.4,10.799999,0,None,0.0,0.0,Monsoon,0
1053,2024-02-28,North,Amritsar,Beauty,Perfume,Perfume Veniam,4,53624,0,214496.0,13543.77,Net Banking,2024-02-28,2024,2,28,2,0,1,,,,121314.375,121314.375,0.0,53624.0,Beauty_Perfume,25,0,None,16.95,5.9,0.0,0.0,2024-02-28_Amritsar,11.425,11.050001,0,None,0.0,0.0,Winter,0
1054,2024-10-02,South,Thiruvananthapuram,Groceries,Oil,Oil Iusto,5,53156,0,265780.0,45958.29,Credit Card,2024-10-02,2024,10,2,2,0,4,,,,133779.16,133779.16,0.0,53156.0,Groceries_Oil,21,1,Gandhi Jayanti,31.85,20.15,0.0,0.0,2024-10-02_Thiruvananthapuram,26.0,11.700001,0,None,0.0,26.0,Winter,0
1055,2024-04-13,North,Jaipur,Toys,RC Car,RC Car Ab,4,69925,20,223760.0,18817.06,Debit Card,2024-04-13,2024,4,13,5,1,2,,,,169952.36428571428,169952.36428571428,0.2,55940.0,Toys_RC Car,27,0,None,19.65,7.15,0.0,0.0,2024-04-13_Jaipur,13.4,12.5,0,None,0.0,0.0,Summer,0
1056,2024-12-11,West,Mumbai,Toys,Puzzle,Puzzle Tempora,5,28450,5,135137.5,8543.18,COD,2024-12-11,2024,12,11,2,0,4,,,,83641.34,83641.34,0.05,27027.5,Toys_Puzzle,24,0,None,27.3,16.4,0.0,0.0,2024-12-11_Mumbai,21.849998,10.9,0,None,0.0,0.0,Winter,0
1057,2025-05-31,West,Surat,Sports,Yoga Mat,Yoga Mat Voluptatem,5,61981,10,278914.5,30971.48,UPI,2025-05-31,2025,5,31,5,1,2,,,,194410.88333333333,194410.88333333333,0.1,55782.9,Sports_Yoga Mat,20,0,None,28.4,14.65,0.0,0.0,2025-05-31_Surat,21.525,13.75,0,None,0.0,0.0,Summer,0
1058,2025-09-02,South,Bangalore,Home Decor,Clock,Clock Animi,4,46217,10,166381.2,18545.21,UPI,2025-09-02,2025,9,2,1,0,3,,,,161540.55000000002,161540.55000000002,0.1,41595.3,Home Decor_Clock,25,0,None,27.45,14.9,0.0,0.0,2025-09-02_Bangalore,21.175,12.550001,0,None,0.0,0.0,Monsoon,0
1059,2024-07-24,West,Goa,Kitchen,Microwave,Microwave Ex,5,26290,15,111732.5,17413.74,COD,2024-07-24,2024,7,24,2,0,3,31020.0,,,82297.72857142857,72804.97,0.15,22346.5,Kitchen_Microwave,45,0,None,33.6,20.25,0.0,0.0,2024-07-24_Goa,26.925,13.349998,0,None,0.0,0.0,Monsoon,0
1060,2025-02-01,West,Ahmedabad,Groceries,Oil,Oil Quisquam,4,4679,20,14972.8,3146.42,COD,2025-02-01,2025,2,1,5,1,1,,,,127952.34999999999,127952.34999999999,0.2,3743.2000000000003,Groceries_Oil,17,0,None,27.65,14.5,0.0,0.0,2025-02-01_Ahmedabad,21.075,13.15,0,None,0.0,0.0,Winter,0
1061,2025-05-17,North,Chandigarh,Toys,Puzzle,Puzzle Commodi,4,614,0,2456.0,458.44,Credit Card,2025-05-17,2025,5,17,5,1,2,,,,3991.9,3991.9,0.0,614.0,Toys_Puzzle,28,0,None,16.6,7.0,0.0,0.0,2025-05-17_Chandigarh,11.8,9.6,0,None,0.0,0.0,Summer,0
1062,2024-11-24,South,Thiruvananthapuram,Furniture,Table,Table Excepturi,1,11858,5,11265.1,670.04,Credit Card,2024-11-24,2024,11,24,6,1,4,,,,75582.25,75582.25,0.05,11265.1,Furniture_Table,22,0,None,31.85,20.15,0.0,0.0,2024-11-24_Thiruvananthapuram,26.0,11.700001,0,None,0.0,0.0,Winter,0
1063,2024-12-06,East,Kolkata,Books,Textbook,Textbook Assumenda,3,66303,0,198909.0,45906.61,COD,2024-12-06,2024,12,6,4,0,4,,,,131410.44,131410.44,0.0,66303.0,Books_Textbook,24,0,None,24.7,15.75,0.2,0.2,2024-12-06_Kolkata,20.225,8.950001,1,Light,0.0,0.0,Winter,0
1064,2023-10-11,East,Ranchi,Books,Textbook,Textbook Nihil,3,56549,20,135717.6,9387.13,Debit Card,2023-10-11,2023,10,11,2,0,4,,,,174081.4125,174081.4125,0.2,45239.200000000004,Books_Textbook,30,0,None,22.35,11.05,0.0,0.0,2023-10-11_Ranchi,16.7,11.3,0,None,0.0,0.0,Winter,0
1065,2025-05-10,West,Mumbai,Electronics,Smartwatch,Smartwatch Aperiam,1,38853,20,31082.4,4063.2,Debit Card,2025-05-10,2025,5,10,5,1,2,,,,96317.05,96317.05,0.2,31082.4,Electronics_Smartwatch,24,0,None,27.3,16.4,0.0,0.0,2025-05-10_Mumbai,21.849998,10.9,0,None,0.0,0.0,Summer,0
