,Quantity,Unit Price,Discount,Year,Month,Day,DayOfWeek,IsWeekend,Quarter,Sales_Lag_7,Sales_Lag_14,Rolling_Avg_7,Rolling_Avg_14,Customer_Count,Is_Holiday,Temperature_Avg,Weekend_Holiday,Holiday_Rainfall,Season,Rainfall_Category
1292,4,57031,15,2024,5,26,6,1,2,18745.2,,126675.58571428571,107384.925,26,0,16.4,0,0.0,Summer,None
1293,4,64662,0,2024,12,29,6,1,4,232402.5,,196643.84285714285,201113.675,24,0,23.425,0,0.0,Winter,Light
1294,1,39720,20,2024,3,22,4,0,1,214656.0,,82813.65714285716,128990.51999999999,35,0,24.375,0,0.0,Summer,None
1295,2,75270,0,2024,8,7,2,0,3,261839.0,,157304.5,170371.3125,28,0,11.425,0,0.0,Monsoon,None
1296,4,19187,15,2025,8,26,1,0,3,,,73413.77142857143,73413.77142857143,27,0,22.0,0,0.0,Monsoon,None
1297,5,22158,0,2025,9,23,1,0,3,62772.0,,83393.07142857143,97869.35,30,0,11.8,0,0.0,Monsoon,None
1298,2,33681,0,2024,1,1,0,0,1,143684.0,,111296.05714285714,106207.36363636363,25,0,26.0,0,0.0,Winter,None
1299,5,32102,5,2025,5,21,2,0,2,53089.2,,67466.52142857143,60812.465000000004,31,0,26.0,0,0.0,Summer,None
1300,4,69025,5,2025,8,9,5,1,3,,,163928.45714285714,163928.45714285714,32,0,21.525,0,0.0,Monsoon,None
1301,2,29802,0,2025,6,5,3,0,2,,,88231.1142857143,88231.1142857143,29,0,11.425,0,0.0,Monsoon,None
1302,4,70931,15,2025,2,27,3,0,1,,,110365.575,110365.575,18,0,23.425,0,0.0,Winter,Light
1303,2,1129,0,2025,4,1,1,0,2,,,137297.825,137297.825,25,0,21.175,0,0.0,Summer,None
1304,2,75247,0,2024,1,20,5,1,1,137560.0,,107319.80714285714,105961.15357142857,27,0,11.8,0,0.0,Winter,None
1305,1,38320,10,2024,7,27,5,1,3,,,88544.08333333333,88544.08333333333,22,0,21.175,0,0.0,Monsoon,None
1306,2,53249,20,2025,3,4,1,0,1,,,98895.41428571429,98895.41428571429,21,0,21.075,0,0.0,Summer,None
1307,3,46270,20,2024,4,23,1,0,2,,,156307.76666666666,156307.76666666666,28,0,13.075,0,0.0,Summer,None
1308,4,27248,5,2025,5,29,3,0,2,,,94483.23333333334,94483.23333333334,19,0,22.0,0,0.0,Summer,None
1309,2,36932,5,2024,9,21,5,1,3,84732.0,,60063.31428571429,73761.62727272727,36,0,16.4,0,0.0,Monsoon,None
1310,5,18389,0,2024,8,20,1,0,3,,,127570.05,127570.05,26,0,21.525,0,0.0,Monsoon,None
1311,5,14946,20,2023,11,5,6,1,4,3780.0,,122623.64285714286,116829.2818181818,37,0,21.175,0,0.0,Winter,None
1312,4,9616,0,2025,3,4,1,0,1,,,84806.45714285714,84806.45714285714,22,0,22.0,0,0.0,Summer,None
1313,1,79998,10,2023,10,21,5,1,4,,,89097.3,89097.3,24,0,11.8,0,0.0,Winter,None
1314,4,58740,20,2025,3,25,1,0,1,,,88793.59166666667,88793.59166666667,34,0,11.8,0,0.0,Summer,None
1315,2,25518,0,2024,12,7,5,1,4,,,71448.82857142857,71448.82857142857,25,0,20.225,0,0.0,Winter,Light
1316,5,34673,10,2024,5,11,5,1,2,,,156267.87142857144,156267.87142857144,28,0,13.075,0,0.0,Summer,None
1317,3,70082,15,2023,12,15,4,0,4,30752.0,,117594.69285714286,83163.0125,37,0,21.075,0,0.0,Winter,None
1318,3,18201,0,2024,10,14,0,0,4,,,84103.29285714286,84103.29285714286,27,0,24.925,0,0.0,Winter,None
1319,4,59487,10,2025,5,18,6,1,2,,,128822.59999999999,128822.59999999999,24,0,20.225,0,0.0,Summer,Light
1320,4,47183,0,2024,2,2,4,0,1,53443.8,,58520.59285714286,79964.60384615384,31,0,14.65,0,0.0,Winter,None
1321,1,17904,0,2024,3,21,3,0,1,,,66431.24285714285,66431.24285714285,24,0,21.849998,0,0.0,Summer,None
1322,3,72148,0,2024,4,14,6,1,2,,,123875.8,123875.8,18,0,25.0,0,0.0,Summer,None
1323,5,60301,10,2023,12,4,0,0,4,46475.2,,112956.71428571429,94768.91111111111,30,0,16.7,0,0.0,Winter,None
1324,3,57840,5,2025,1,26,6,1,1,,,112308.01666666666,112308.01666666666,21,1,13.4,1,0.0,Winter,None
1325,4,3166,20,2024,12,2,0,0,4,13590.0,,75508.76428571428,67768.91875,28,0,24.925,0,0.0,Winter,None
1326,2,60662,5,2024,5,22,2,0,2,313508.0,,109425.17142857144,117517.2,41,0,14.65,0,0.0,Summer,None
1327,5,36207,20,2024,5,14,1,0,2,108990.0,,113690.50714285715,113102.94375,22,0,21.525,0,0.0,Summer,None
1328,2,38918,5,2024,9,6,4,0,3,,,148303.33,148303.33,24,0,11.425,0,0.0,Monsoon,None
1329,5,35494,10,2024,2,5,0,0,1,83921.4,,80943.81428571428,100876.45,24,0,16.075,0,0.0,Winter,None
1330,5,23933,5,2024,8,15,3,0,3,111613.5,,95952.53571428571,88163.38636363637,38,1,21.525,0,0.0,Monsoon,None
1331,5,18658,20,2024,11,17,6,1,4,,,80961.33333333333,80961.33333333333,25,0,13.075,0,0.0,Winter,None
1332,3,41018,0,2025,5,16,4,0,2,,,59508.885714285716,59508.885714285716,26,0,26.925,0,0.0,Summer,None
1333,3,21252,20,2025,8,29,4,0,3,,,96982.2125,96982.2125,21,0,13.4,0,0.0,Monsoon,None
1334,2,38122,0,2024,10,5,5,1,4,,,205398.29285714286,205398.29285714286,24,0,11.425,0,0.0,Winter,None
1335,3,65725,15,2024,7,3,2,0,3,,,102180.875,102180.875,24,0,11.8,0,0.0,Monsoon,None
1336,1,60692,0,2025,6,18,2,0,2,,,82614.45,82614.45,23,0,25.0,0,0.0,Monsoon,None
1337,1,37181,0,2025,1,27,0,0,1,,,46648.75714285714,46648.75714285714,29,0,26.925,0,0.0,Winter,None
1338,5,21701,15,2025,2,8,5,1,1,,,95135.55,95135.55,30,0,20.225,0,0.0,Winter,Light
1339,2,40032,5,2024,12,29,6,1,4,58458.6,,127595.82142857143,123477.54,25,0,16.075,0,0.0,Winter,None
1340,1,6543,0,2024,1,2,1,0,1,,,138046.71666666667,138046.71666666667,23,0,21.075,0,0.0,Winter,None
1341,4,59012,0,2024,6,2,6,1,2,192607.2,,113064.00714285715,123006.90625,25,0,11.425,0,0.0,Monsoon,None
1342,4,13363,15,2024,11,26,1,0,4,,,42106.5,42106.5,28,0,11.8,0,0.0,Winter,None
1343,3,48616,20,2024,9,11,2,0,3,,,111477.71428571429,111477.71428571429,28,0,21.849998,0,0.0,Monsoon,None
1344,1,26132,0,2025,4,6,6,1,2,64880.0,,66902.5,66649.6875,21,0,26.925,0,0.0,Summer,None
1345,5,61732,10,2024,5,3,4,0,2,,,120670.48571428572,120670.48571428572,19,0,22.0,0,0.0,Summer,None
1346,3,12256,10,2024,8,17,5,1,3,10381.6,,129919.81428571428,101670.02307692308,26,0,16.4,0,0.0,Monsoon,None
1347,4,2901,15,2024,10,28,0,0,4,24144.3,,86093.03571428571,87957.405,25,0,13.4,0,0.0,Winter,None
1348,1,28655,10,2025,1,23,3,0,1,33485.0,,97796.05714285714,89757.175,21,0,21.075,0,0.0,Winter,None
1349,2,16766,20,2025,6,1,6,1,2,288203.4,,48058.84285714286,71341.42000000001,25,0,26.0,0,0.0,Monsoon,None
1350,4,74890,0,2025,1,20,0,0,1,42058.4,,122878.97857142858,107194.00454545455,25,0,13.4,0,0.0,Winter,None
1351,5,78400,15,2024,12,30,0,0,4,214110.0,,98256.27142857143,109274.09545454546,35,0,13.075,0,0.0,Winter,None
1352,3,53443,5,2024,2,26,0,0,1,,,64147.71,64147.71,28,0,11.8,0,0.0,Winter,None
1353,2,45753,5,2023,10,24,1,0,4,,,138638.27142857143,138638.27142857143,22,1,26.0,0,0.0,Winter,None
1354,3,47663,0,2025,7,24,3,0,3,10018.95,,142228.57142857142,101480.25384615385,28,0,23.425,0,0.0,Monsoon,Light
1355,2,69740,20,2024,10,26,5,1,4,40354.0,,148813.98571428572,135256.4875,22,0,26.0,0,0.0,Winter,None
1356,1,23482,5,2024,7,24,2,0,3,,,36192.63333333333,36192.63333333333,24,0,25.0,0,0.0,Monsoon,None
1357,2,47485,0,2023,10,25,2,0,4,,,89675.93571428572,89675.93571428572,34,0,11.8,0,0.0,Winter,None
1358,1,30547,20,2024,7,3,2,0,3,,,102205.68571428572,102205.68571428572,20,0,13.4,0,0.0,Monsoon,None
1359,3,79296,0,2024,11,13,2,0,4,,,103346.62857142858,103346.62857142858,27,0,21.175,0,0.0,Winter,None
1360,4,43841,20,2025,4,11,4,0,2,,,99774.46666666667,99774.46666666667,20,0,20.225,0,0.0,Summer,Light
1361,5,61062,20,2024,7,11,3,0,3,,,164294.1083333333,164294.1083333333,24,0,11.425,0,0.0,Monsoon,None
1362,1,38588,10,2024,12,18,2,0,4,,,134903.96,134903.96,22,0,16.075,0,0.0,Winter,None
1363,2,13018,0,2025,7,31,3,0,3,,,100810.21666666667,100810.21666666667,31,0,26.925,0,0.0,Monsoon,None
1364,2,63094,5,2023,10,28,5,1,4,306705.0,,178708.80714285714,194708.33125,24,0,11.425,0,0.0,Winter,None
1365,1,32692,10,2024,10,2,2,0,4,,,106066.24000000002,106066.24000000002,27,1,16.075,0,0.0,Winter,None
1366,1,47091,5,2025,7,10,3,0,3,,,147214.44285714286,147214.44285714286,24,0,11.425,0,0.0,Monsoon,None
1367,4,37965,0,2025,7,9,2,0,3,298588.8,,137066.44999999998,157256.74375,32,0,16.4,0,0.0,Monsoon,None
1368,1,32354,5,2025,5,21,2,0,2,307128.0,,96446.07857142857,115922.95000000001,25,0,16.4,0,0.0,Summer,None
1369,4,445,5,2025,3,30,6,1,1,18558.4,,110654.37857142858,109527.36111111111,25,0,11.425,0,0.0,Summer,None
1370,1,32556,15,2025,3,13,3,0,1,,,51348.0,51348.0,20,0,21.525,0,0.0,Summer,None
1371,4,40124,15,2024,3,24,6,1,1,47874.3,,113913.96428571429,107966.45000000001,23,0,24.925,0,0.0,Summer,None
1372,4,65371,5,2024,11,12,1,0,4,18861.5,,147255.62142857144,145262.5388888889,23,0,26.925,0,0.0,Winter,None
1373,5,43156,0,2024,9,24,1,0,3,75977.2,,169376.9857142857,168577.8111111111,27,0,13.4,0,0.0,Monsoon,None
1374,2,32871,20,2025,1,3,4,0,1,16696.25,,122722.8857142857,80811.51923076923,37,0,21.075,0,0.0,Winter,None
1375,4,56993,10,2023,12,17,6,1,4,,,117364.1,117364.1,20,0,24.925,0,0.0,Winter,None
1376,1,51149,10,2024,5,6,0,0,2,,,70408.38,70408.38,24,0,21.849998,0,0.0,Summer,None
1377,5,74691,0,2024,11,12,1,0,4,353172.0,,160202.07142857142,192936.16666666666,28,0,11.425,0,0.0,Winter,None
1378,5,59691,5,2023,12,2,5,1,4,,,150597.73,150597.73,20,0,24.925,0,0.0,Winter,None
1379,5,27714,15,2025,7,24,3,0,3,288705.0,,87060.5,112266.0625,28,0,21.849998,0,0.0,Monsoon,None
1380,1,19094,15,2024,4,8,0,0,2,,,53880.299999999996,53880.299999999996,25,0,24.925,0,0.0,Summer,None
1381,3,69544,5,2025,3,30,6,1,1,,,158531.50833333333,158531.50833333333,20,0,24.925,0,0.0,Summer,None
1382,4,45913,5,2023,12,10,6,1,4,,,144715.57499999998,144715.57499999998,19,0,24.375,0,0.0,Winter,None
1383,4,36107,15,2024,3,9,5,1,1,153273.0,,157747.0142857143,144629.68636363637,28,0,16.075,0,0.0,Summer,None
1384,1,3801,10,2024,6,1,5,1,2,164648.0,,140896.01428571428,143865.0125,32,0,21.525,0,0.0,Monsoon,None
1385,1,57929,15,2024,6,18,1,0,2,100314.0,,114179.46428571429,107328.7388888889,24,0,16.075,0,0.0,Monsoon,None
1386,5,21407,10,2024,7,2,1,0,3,154519.8,,107757.72142857143,113602.98125,17,0,21.075,0,0.0,Monsoon,None
1387,4,46703,5,2024,5,14,1,0,2,,,115160.18000000001,115160.18000000001,31,0,14.65,0,0.0,Summer,None
1388,1,30391,15,2025,1,24,4,0,1,150776.1,,138418.76428571428,139963.43125,28,0,13.075,0,0.0,Winter,None
1389,5,51544,10,2024,11,12,1,0,4,42325.0,,147759.48571428572,134580.175,19,0,22.0,0,0.0,Winter,None
1390,2,15156,10,2024,10,10,3,0,4,,,58003.225,58003.225,28,0,11.8,0,0.0,Winter,None
1391,1,4842,0,2025,1,3,4,0,1,26874.45,,51766.91428571429,49824.42272727273,26,0,11.8,0,0.0,Winter,None
1392,4,47431,15,2025,4,22,1,0,2,136379.7,,172932.08571428573,167846.57,27,0,13.4,0,0.0,Summer,None
1393,1,4254,5,2024,4,12,4,0,2,198652.65,,93581.05714285714,96053.175,34,0,16.075,0,0.0,Summer,None
1394,2,66728,20,2024,1,17,2,0,1,,,154097.55714285714,154097.55714285714,29,0,23.425,0,0.0,Winter,Light
1395,4,34919,5,2024,12,12,3,0,4,58896.0,,62400.799999999996,60353.555555555555,24,0,24.375,0,0.0,Winter,None
1396,2,69831,15,2024,3,18,0,0,1,7686.45,,119207.52142857143,105267.3875,27,0,21.175,0,0.0,Summer,None
1397,5,16738,10,2025,2,10,0,0,1,289980.0,,80630.48571428572,103633.5,25,0,26.0,0,0.0,Winter,None
1398,1,27395,10,2024,9,23,0,0,3,,,136518.2,136518.2,28,0,25.0,0,0.0,Monsoon,None
1399,4,36193,20,2024,2,10,5,1,1,12813.6,,122472.57857142856,113849.04999999999,17,0,21.075,0,0.0,Winter,None
1400,3,1189,5,2024,9,25,2,0,3,45873.6,,77323.79285714286,89280.19545454545,30,0,11.8,0,0.0,Monsoon,None
1401,1,9126,10,2025,7,8,1,0,3,13361.6,,146670.10714285713,98491.88076923076,27,0,21.175,0,0.0,Monsoon,None
1402,4,42688,20,2023,12,16,5,1,4,115004.0,,125808.25714285715,84796.52500000001,37,0,21.075,0,0.0,Winter,None
1403,5,57067,5,2025,7,4,4,0,3,,,126706.54285714286,126706.54285714286,24,0,16.7,0,0.0,Monsoon,None
1404,4,41620,0,2025,6,2,0,0,2,62388.9,,101930.65714285713,118289.83333333333,28,0,21.849998,0,0.0,Monsoon,None
1405,1,37428,5,2024,11,16,5,1,4,,,74886.48000000001,74886.48000000001,20,0,13.075,0,0.0,Winter,None
1406,3,17042,15,2024,12,13,4,0,4,207392.0,,101588.78571428571,118488.91,27,0,21.849998,0,0.0,Winter,None
1407,2,72925,20,2025,3,8,5,1,1,,,133174.26,133174.26,25,0,21.175,0,0.0,Summer,None
1408,5,42402,10,2025,7,9,2,0,3,158610.0,,76048.68571428572,86368.85,25,0,20.225,0,0.0,Monsoon,Light
1409,3,62626,0,2024,7,28,6,1,3,,,127279.81666666667,127279.81666666667,31,0,14.65,0,0.0,Monsoon,None
1410,1,27474,0,2024,12,11,2,0,4,,,131995.34285714285,131995.34285714285,30,0,16.7,0,0.0,Winter,None
1411,3,50954,20,2024,11,5,1,0,4,,,149321.175,149321.175,24,0,21.525,0,0.0,Winter,None
1412,2,5007,20,2025,8,5,1,0,3,22883.6,,45934.21428571428,65584.12727272727,25,0,26.0,0,0.0,Monsoon,None
1413,4,62119,10,2024,2,20,1,0,1,58821.0,,122148.52857142857,114232.5875,24,0,21.075,0,0.0,Winter,None
1414,4,20217,0,2025,2,24,0,0,1,,,52672.13333333333,52672.13333333333,22,0,22.0,0,0.0,Winter,None
1415,3,25307,20,2025,3,30,6,1,1,291243.4,,69276.17142857143,97022.07500000001,20,0,13.4,0,0.0,Summer,None
1416,4,23916,0,2024,1,2,1,0,1,,,63420.1,63420.1,22,0,22.0,0,0.0,Winter,None
1417,3,6415,15,2024,9,8,6,1,3,80529.0,,73168.59285714287,73709.27222222222,30,0,11.8,0,0.0,Monsoon,None
1418,4,43919,10,2023,12,15,4,0,4,,,110890.58333333333,110890.58333333333,19,0,13.075,0,0.0,Winter,None
1419,5,43422,10,2023,10,18,2,0,4,99849.5,,132114.60714285713,123283.25,28,0,14.65,0,0.0,Winter,None
1420,2,54001,0,2023,11,21,1,0,4,175891.2,,94466.21428571429,106280.52222222222,23,0,16.4,0,0.0,Winter,None
1421,4,13912,5,2024,7,20,5,1,3,79611.9,,123774.92142857144,117058.27272727272,25,0,16.075,0,0.0,Monsoon,None
1422,3,44421,10,2024,8,18,6,1,3,,,119267.66666666667,119267.66666666667,28,0,11.425,0,0.0,Monsoon,None
1423,4,26402,15,2024,7,1,0,0,3,,,87644.975,87644.975,24,0,24.375,0,0.0,Monsoon,None
1424,2,48812,20,2023,10,20,4,0,4,101957.5,,106016.84285714287,114232.36666666665,41,0,14.65,0,0.0,Winter,None
1425,2,16765,20,2025,8,31,6,1,3,34790.4,,82965.2357142857,76943.38125,27,0,24.925,0,0.0,Monsoon,None
1426,4,70205,0,2024,3,15,4,0,1,,,144570.78333333333,144570.78333333333,15,0,21.075,0,0.0,Summer,None
1427,3,79374,15,2024,5,24,4,0,2,,,99216.76250000001,99216.76250000001,24,0,13.075,0,0.0,Summer,None
1428,1,50990,0,2024,11,9,5,1,4,60217.0,,129705.24285714285,125115.93000000001,28,0,20.225,0,0.0,Winter,Light
1429,5,3019,0,2024,1,15,0,0,1,,,9657.916666666666,9657.916666666666,15,0,16.7,0,0.0,Winter,None
1430,2,69886,0,2023,10,22,6,1,4,128829.6,,124082.20714285715,124675.63125,29,0,21.525,0,0.0,Winter,None
1431,1,13377,0,2024,5,29,2,0,2,235756.75,,73239.71428571429,81804.03,27,0,21.075,0,0.0,Summer,None
1432,3,53574,20,2025,8,22,4,0,3,51672.0,,171188.58571428573,186500.31,28,0,11.425,0,0.0,Monsoon,None
1433,4,16159,10,2025,8,13,2,0,3,,,55328.208333333336,55328.208333333336,24,0,16.7,0,0.0,Monsoon,None
1434,4,54791,15,2024,9,18,2,0,3,,,128314.28,128314.28,31,0,21.075,0,0.0,Monsoon,None
1435,2,50012,15,2024,6,2,6,1,2,,,87120.06,87120.06,24,0,24.375,0,0.0,Monsoon,None
1436,4,73997,5,2025,3,18,1,0,1,,,109040.36000000002,109040.36000000002,21,0,26.925,0,0.0,Summer,None
1437,5,51750,10,2024,7,14,6,1,3,30586.0,,96364.95,76454.51363636364,31,0,26.0,0,0.0,Monsoon,None
1438,3,33780,10,2024,2,19,0,0,1,,,111396.83333333333,111396.83333333333,24,0,24.925,0,0.0,Winter,None
1439,4,58069,5,2025,6,13,4,0,2,,,73846.88,73846.88,24,0,23.425,0,0.0,Monsoon,Light
1440,3,6783,20,2025,2,13,3,0,1,,,168963.5,168963.5,20,0,21.525,0,0.0,Winter,None
1441,3,46887,0,2024,9,19,3,0,3,,,116424.66,116424.66,18,0,23.425,0,0.0,Monsoon,Light
1442,5,48885,10,2025,2,24,0,0,1,124839.0,,160262.0357142857,107169.78214285713,27,0,21.175,0,0.0,Winter,None
1443,3,50793,5,2024,9,14,5,1,3,,,85665.74166666667,85665.74166666667,24,0,23.425,0,0.0,Monsoon,Light
1444,1,16997,0,2024,4,18,3,0,2,171219.75,,29594.992857142857,47298.0875,24,0,22.0,0,0.0,Summer,None
1445,1,54181,5,2024,8,14,2,0,3,,,102836.1357142857,102836.1357142857,24,0,24.925,0,0.0,Monsoon,None
1446,3,79851,20,2025,7,4,4,0,3,48388.8,74308.0,103545.2357142857,137796.79642857143,37,0,24.925,0,0.0,Monsoon,None
1447,5,67709,0,2023,10,23,0,0,4,,,169971.2857142857,169971.2857142857,28,0,21.175,0,0.0,Winter,None
1448,3,10708,5,2024,6,21,4,0,2,32323.8,,95719.95714285714,80270.61111111111,24,0,24.375,0,0.0,Monsoon,None
1449,3,69600,5,2025,3,17,0,0,1,,,90408.08,90408.08,22,0,22.0,0,0.0,Summer,None
1450,4,38431,20,2025,9,27,5,1,3,,,104554.71428571429,104554.71428571429,21,0,13.075,0,0.0,Monsoon,None
1451,3,47134,20,2024,3,29,4,0,1,,,111424.46,111424.46,24,1,13.075,0,0.0,Summer,None
1452,1,51243,15,2023,12,7,3,0,4,44480.0,,96314.15714285713,108686.31000000001,25,0,16.4,0,0.0,Winter,None
1453,2,10564,10,2024,8,28,2,0,3,225336.0,,73361.73571428572,92358.51875,24,0,24.925,0,0.0,Monsoon,None
1454,5,11067,0,2024,11,9,5,1,4,,,57622.049999999996,57622.049999999996,28,0,11.8,0,0.0,Winter,None
1455,2,56125,15,2025,5,8,3,0,2,38316.0,,85480.43571428572,89791.22083333333,30,0,11.8,0,0.0,Summer,None
1456,2,73299,10,2024,8,22,3,0,3,,,134409.66666666666,134409.66666666666,22,0,16.075,0,0.0,Monsoon,None
1457,1,23413,20,2023,10,12,3,0,4,,,82143.47,82143.47,23,0,21.849998,0,0.0,Winter,None
1458,5,23691,15,2024,3,22,4,0,1,,,99510.76000000001,99510.76000000001,24,0,13.075,0,0.0,Summer,None
1459,3,45701,20,2024,9,29,6,1,3,,,132898.2,132898.2,25,0,14.65,0,0.0,Monsoon,None
1460,2,31987,0,2025,5,25,6,1,2,324859.5,,92609.18571428572,113619.45555555556,31,0,13.4,0,0.0,Summer,None
1461,3,65969,20,2025,1,6,0,0,1,270185.0,,79793.66428571429,103592.58125,24,0,21.849998,0,0.0,Winter,None
1462,1,13459,10,2024,11,30,5,1,4,,,74618.90000000001,74618.90000000001,24,0,24.375,0,0.0,Winter,None
1463,1,28915,10,2024,6,11,1,0,2,54815.0,,109800.89285714286,99772.155,23,0,24.925,0,0.0,Monsoon,None
1464,1,56277,5,2025,6,9,0,0,2,116437.5,,92478.6357142857,90548.52777777778,21,0,26.0,0,0.0,Monsoon,None
1465,1,48636,10,2024,9,23,0,0,3,187681.5,,41842.357142857145,58695.44,24,0,24.375,0,0.0,Monsoon,None
1466,4,46758,15,2024,4,30,1,0,2,85812.6,,164180.15714285715,141852.69,26,0,23.425,0,0.0,Summer,Light
1467,2,67375,15,2024,9,8,6,1,3,27817.6,,137104.12857142856,132085.64166666666,30,0,24.925,0,0.0,Monsoon,None
1468,4,73545,10,2024,4,11,3,0,2,,,157169.66666666666,157169.66666666666,23,1,26.0,0,0.0,Summer,None
1469,3,33816,15,2024,11,3,6,1,4,136630.9,,140014.42857142858,139591.4875,24,0,11.425,0,0.0,Winter,None
1470,5,627,0,2024,10,13,6,1,4,54820.8,,124418.74999999999,115498.95,25,0,14.65,0,0.0,Winter,None
1471,4,44313,20,2024,12,24,1,0,4,232669.25,,109897.88571428573,110077.97083333333,25,0,13.4,0,0.0,Winter,None
1472,4,34284,10,2024,10,27,6,1,4,8863.5,,127019.93571428572,110916.86499999999,25,0,11.425,0,0.0,Winter,None
1473,4,47008,20,2025,6,1,6,1,2,107336.0,,110710.37142857144,110288.57500000001,21,0,13.075,0,0.0,Monsoon,None
1474,2,69366,10,2024,1,3,2,0,1,203480.0,,127187.16428571429,138285.13888888888,28,0,13.075,0,0.0,Winter,None
1475,5,65778,5,2023,11,8,2,0,4,,,143128.27857142856,143128.27857142856,26,0,16.075,0,0.0,Winter,None
1476,3,1200,0,2024,7,28,6,1,3,34401.6,,122173.87857142858,111202.34375,17,0,20.225,0,0.0,Monsoon,Light
1477,2,31819,15,2024,2,1,3,0,1,54052.8,,106022.48571428572,109606.20769230768,41,0,14.65,0,0.0,Winter,None
1478,4,47922,0,2025,6,10,1,0,2,,,114873.63333333335,114873.63333333335,24,0,13.075,0,0.0,Monsoon,None
1479,3,33133,10,2025,5,2,4,0,2,,,168790.66428571427,168790.66428571427,25,0,11.8,0,0.0,Summer,None
1480,1,67503,15,2025,3,7,4,0,1,22873.5,,100064.7,90415.8,30,0,20.225,0,0.0,Summer,Light
1481,4,28665,5,2023,12,18,0,0,4,,,150277.85714285713,150277.85714285713,23,0,26.0,0,0.0,Winter,None
1482,4,57143,0,2025,3,25,1,0,1,207603.2,,146123.82142857142,153808.74375,26,0,16.075,0,0.0,Summer,None
1483,3,33778,20,2023,10,16,0,0,4,273405.25,,46589.33571428571,74941.325,17,0,11.425,0,0.0,Winter,None
1484,1,13630,0,2025,3,1,5,1,1,236648.8,,146848.97857142857,174588.51666666666,24,0,11.425,0,0.0,Summer,None
1485,3,47961,10,2025,6,17,1,0,2,,,95319.0,95319.0,22,0,21.175,0,0.0,Monsoon,None
1486,3,58707,20,2025,5,4,6,1,2,,,164960.1,164960.1,19,0,14.65,0,0.0,Summer,None
1487,5,21305,10,2025,5,27,1,0,2,,,52831.36666666667,52831.36666666667,26,0,23.425,0,0.0,Summer,Light
1488,3,55777,5,2024,1,2,1,0,1,,,137472.625,137472.625,25,0,21.175,0,0.0,Winter,None
1489,3,67587,20,2025,1,29,2,0,1,3560.0,,117617.1857142857,103360.03749999999,20,0,24.375,0,0.0,Winter,None
1490,2,31379,15,2023,12,23,5,1,4,,,116717.6,116717.6,31,0,14.65,0,0.0,Winter,None
1491,2,70131,0,2025,5,12,0,0,2,131151.3,67413.5,108621.33571428573,111164.61785714285,27,1,11.8,0,0.0,Summer,None
1492,5,63338,20,2024,2,10,5,1,1,54671.0,,176791.10714285713,152459.26666666666,28,0,21.525,0,0.0,Winter,None
1493,1,45240,10,2025,4,9,2,0,2,62507.0,,70248.73571428572,86620.46111111112,24,0,24.925,0,0.0,Summer,None
1494,1,25879,15,2024,2,16,4,0,1,327536.25,,52071.51428571429,74443.265,24,0,24.375,0,0.0,Winter,None
1495,3,24895,15,2024,5,1,2,0,2,197908.0,,104878.52857142859,117876.36666666667,29,0,21.525,0,0.0,Summer,None
1496,3,56151,20,2024,6,7,4,0,2,34171.7,,172117.11428571428,143807.4125,28,0,16.075,0,0.0,Monsoon,None
1497,2,72161,20,2024,3,26,1,0,1,124936.4,,74154.65,73067.66111111111,28,0,24.925,0,0.0,Summer,None
1498,1,79632,10,2025,8,13,2,0,3,255806.5,143072.0,77239.84999999999,132696.56785714286,37,0,24.925,0,0.0,Monsoon,None
1499,1,31128,15,2024,3,6,2,0,1,173641.95,,61787.49285714285,119669.45454545454,35,0,24.375,0,0.0,Summer,None
1500,1,13595,5,2025,8,27,2,0,3,,,107776.77857142857,107776.77857142857,24,0,22.0,0,0.0,Monsoon,None
1501,1,6343,0,2024,11,16,5,1,4,,,80174.87142857142,80174.87142857142,26,0,21.075,0,0.0,Winter,None
1502,2,68154,15,2023,11,4,5,1,4,126196.1,,128228.91428571427,124274.64545454546,28,0,20.225,0,0.0,Winter,Light
1503,1,74854,10,2024,6,7,4,0,2,,,104081.81666666667,104081.81666666667,24,0,13.075,0,0.0,Monsoon,None
1504,5,27661,20,2024,11,6,2,0,4,86496.0,,99814.66428571429,79303.6375,31,0,26.0,0,0.0,Winter,None
1505,3,19872,10,2024,3,2,5,1,1,,,146128.24285714288,146128.24285714288,25,0,21.175,0,0.0,Summer,None
1506,2,69790,5,2025,1,25,5,1,1,,,104242.81666666667,104242.81666666667,24,0,25.0,0,0.0,Winter,None
1507,5,7842,15,2024,6,10,0,0,2,89446.4,,66137.80714285714,69093.745,28,0,24.925,0,0.0,Monsoon,None
1508,1,46483,10,2025,4,16,2,0,2,193249.8,88325.0,104177.52857142857,81475.78928571429,37,0,21.075,0,0.0,Summer,None
1509,3,55155,10,2025,7,26,5,1,3,,,97896.86666666665,97896.86666666665,20,0,21.075,0,0.0,Monsoon,None
1510,1,43008,20,2024,1,29,0,0,1,86488.0,,164676.88571428575,135391.95,28,0,16.075,0,0.0,Winter,None
1511,4,56586,15,2025,2,26,2,0,1,59346.5,,81740.07857142857,73955.505,31,1,24.375,0,0.0,Winter,None
1512,2,21036,15,2024,12,1,6,1,4,,,85002.35,85002.35,18,0,24.925,0,0.0,Winter,None
1513,1,8435,0,2025,8,15,4,0,3,24588.8,,35369.62857142858,34022.025,19,1,26.0,0,0.0,Monsoon,None
